bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,price
4,1.75,2000,4000,1.5,0,0,5,1450,550,1926,0,536500
4,3,2163,5883,2,0,0,3,2163,0,2006,0,248000
5,3,3480,57499,1,0,0,4,2340,1140,1976,1992,532000
4,2.5,2840,6268,2,0,0,3,2840,0,1998,2006,580000
2,1,1150,4400,1,0,0,4,1150,0,1905,0,463000
4,2.75,3100,3773,2,0,0,3,2000,1100,1919,1996,742500
3,2.5,1420,14850,1,0,0,4,1020,400,1963,0,260000
4,2.25,2430,32496,1,0,0,3,2430,0,1993,0,590000
4,2.25,1930,7452,1,0,0,3,1430,500,1984,0,312000
3,2.25,1660,10140,1,0,0,4,1370,290,1980,0,566000
3,2,1400,7293,1,0,0,4,1400,0,1963,0,511555
4,2.5,2660,4000,2,0,0,3,2660,0,2001,0,583000
4,2.5,2000,13300,1,0,0,4,1200,800,1968,0,290000
4,2.25,2130,8078,1,0,0,4,1380,750,1977,0,311100
3,2.25,1352,1694,3,0,0,3,1352,0,2007,0,325000
3,1.75,1750,11340,1,0,1,4,1300,450,1987,0,491300
5,1.75,2320,8100,1,0,0,4,1160,1160,1956,0,315000
2,1,1420,81892,1,0,0,3,1180,240,1956,2001,360000
4,2.5,1940,3784,2,0,0,3,1940,0,2003,0,330000
3,2,1410,4800,1,0,0,3,1410,0,1940,1996,481450
3,1,1360,9948,1,0,0,3,1360,0,1977,2004,234950
3,1.75,1220,7250,1,0,0,3,1220,0,1962,2003,251000
4,2.5,2830,20345,2,0,0,3,1980,850,1979,2014,782000
4,2.75,3780,10308,2,0,0,3,3780,0,1999,0,833000
4,2.5,2330,14289,2,0,0,4,2330,0,1978,2000,542500
3,2.5,3560,107290,2,0,0,3,3560,0,1987,2000,851000
4,1.5,1470,70800,1,0,0,3,1470,0,1976,0,325000
4,2.25,3060,48787,2,0,0,3,3060,0,1992,0,415000
3,1,1030,6127,1,0,0,3,880,150,1947,2012,252500
4,2.5,1930,9653,1,0,0,4,1930,0,1968,0,465000
3,1.75,1780,120661,1,0,0,4,1780,0,1979,0,336900
3,2.5,2000,9202,2,0,0,4,2000,0,1992,0,225000
3,2,1690,9583,1,0,0,4,1690,0,1969,0,270000
5,4.5,5190,23716,2,0,2,3,3390,1800,1987,2000,1702500
3,1.75,1300,5413,1.5,0,0,3,1300,0,1925,1992,536000
4,3.25,2400,29252,2,0,0,4,2400,0,1982,2011,585000
2,2,1150,6634,1,0,0,3,860,290,1940,1996,445000
4,2.25,2310,7490,2,0,0,3,2310,0,1980,0,320000
4,3.5,2730,3047,2,0,0,3,2400,330,2006,0,769900
4,2.5,2840,4500,2,0,0,3,2840,0,2012,1912,557000
2,1.5,1020,1525,2,0,0,3,1020,0,2004,2003,212000
3,2,1340,1384,3,0,0,3,1340,0,2008,0,376000
4,3.25,3540,159430,2,0,0,3,3540,0,2007,0,800000
5,6.5,7270,130017,2,0,0,3,6420,850,2010,0,2238888
3,2.25,998,904,2,0,0,3,798,200,2007,0,324000
5,2.75,3060,7015,1,0,0,5,1600,1460,1979,0,549900
3,2.5,2130,6969,2,0,0,3,2130,0,2003,0,320000
4,2,2520,6000,1,0,0,3,1400,1120,1921,2007,875000
4,1,1940,9533,1,0,0,3,1080,860,1962,2003,265000
3,2.5,1350,1250,3,0,0,3,1270,80,2006,0,394950
4,2.5,2160,5298,2.5,0,0,4,2160,0,1902,0,842500
3,2.5,1370,1350,2,0,0,3,1010,360,2007,0,368000
4,4.5,5420,101930,1,0,0,3,3890,1530,2001,0,1225000
4,2.5,2830,5000,2,0,0,3,2830,0,1995,0,885000
3,2.5,2010,2287,2,0,0,3,1390,620,2014,0,453246
4,2.75,3300,12090,2,0,0,3,3300,0,1953,0,927000
2,2.5,1230,1391,2,0,0,3,870,360,2004,2003,490000
3,1.5,1720,7119,1.5,0,0,4,1720,0,1952,0,341000
1,1,810,2451,1,0,0,5,810,0,1941,0,235000
3,1.75,1560,8078,1.5,1,4,4,1560,0,1928,0,1200000
3,2,2560,216777,1,0,0,3,2560,0,1986,0,560000
4,3.25,4700,38412,2,0,0,3,3420,1280,1978,0,900000
2,1,1220,2500,1,0,0,3,770,450,1910,2006,255000
5,2.75,3650,20150,1,0,0,4,2360,1290,1975,0,1575000
3,3.25,2170,12508,1.5,0,0,5,1650,520,1928,1970,876650
4,2.25,2540,228254,1,0,0,3,1450,1090,1990,2009,540000
2,1,910,4500,1.5,0,0,4,910,0,1906,1990,350000
4,2.5,2980,4930,2,0,0,3,2890,90,2000,0,750000
4,1.75,2120,4650,1,0,1,3,1190,930,1951,1994,582000
4,3.5,3460,3997,2,0,0,3,2560,900,2004,2003,1315000
5,3,2480,10090,1,0,0,3,1300,1180,2004,2003,372500
3,2.25,2200,16921,2,0,0,3,2200,0,1987,2000,410000
4,2,1730,5500,1,0,0,5,1010,720,1943,0,360000
3,2.5,2920,34527,1,0,4,4,1800,1120,1954,1983,1015000
3,1,990,8012,1,0,0,4,990,0,1966,0,225000
4,2.5,3040,6887,2,0,0,3,3040,0,1999,0,647000
5,3,4530,258746,1.5,0,0,4,3200,1330,2003,0,950000
3,1.5,1370,8470,1,0,0,4,1370,0,1961,2001,185000
3,2.5,1940,4927,2,0,0,3,1940,0,2004,2003,335000
3,2.5,1040,2643,2,0,0,3,720,320,2004,2003,210000
4,2.25,1800,8623,1,0,0,4,1360,440,1980,0,522000
3,1.75,1720,5000,1,0,0,3,1720,0,1954,2014,770000
3,1,980,6380,1,0,0,3,760,220,1941,1994,499950
4,2.5,3110,6142,2,0,0,3,3110,0,2004,2003,751000
5,3,2100,7715,1,0,0,3,1250,850,2013,1923,330000
3,1.5,2020,11358,1,0,0,4,1190,830,1956,0,465000
4,1.75,2350,11914,1,0,0,4,2350,0,1961,2001,850000
4,2.25,3290,12329,1.5,0,0,4,3290,0,1968,0,947500
5,2.25,2180,7813,2,0,0,3,2180,0,1986,0,302000
2,2.25,1290,1334,3,0,0,3,1290,0,2007,0,500000
3,1,1460,9750,1,0,0,4,1460,0,1969,0,201000
2,1,1290,2828,2,0,0,3,1290,0,2008,0,265000
4,2.5,2350,3150,1.5,0,0,4,1690,660,1910,0,870300
3,1,1080,8100,1,0,0,4,1080,0,1955,2009,339000
4,2.5,2670,13463,2,0,0,4,2670,0,1989,0,690000
4,3.25,3680,5759,2,0,0,3,2840,840,2003,0,788000
3,1.75,1440,8040,1,0,0,3,960,480,1951,1994,315275
4,1.75,1940,4800,1,0,0,5,1030,910,1922,1956,505000
3,1,1280,9898,1,0,0,3,1280,0,1968,1997,368000
3,2.75,2980,27144,1.5,1,2,5,2180,800,1917,0,947500
3,1,970,8580,1,0,0,3,970,0,1959,1989,156000
4,3,2110,5000,1.5,0,2,4,1640,470,1930,0,610000
2,2.5,1480,1369,3,0,0,3,1480,0,2009,0,420000
2,1,700,10540,1,0,0,3,700,0,1953,0,192000
3,2,2700,6120,1,0,0,4,1350,1350,1962,0,910000
4,3.25,2330,9687,2,0,3,3,2330,0,1918,0,1300000
5,1.75,3380,20021,1,0,0,4,1690,1690,1963,0,1346400
4,2.75,2600,2750,1.5,0,0,3,1620,980,1936,0,840000
2,1.75,1360,8100,1,0,0,3,860,500,1975,0,300000
4,2.5,2780,6369,1,0,0,3,1590,1190,1978,0,505000
3,1,1250,53143,1,0,0,5,1250,0,1945,0,110000
3,2.5,2620,8950,2,0,0,3,2620,0,1992,0,746000
3,1.5,1350,7620,1,0,0,5,1350,0,1941,0,211000
4,3,2400,3340,1,0,0,4,1200,1200,1964,0,675000
4,2.5,2760,5000,1.5,0,0,5,1680,1080,1928,1970,734200
4,2.25,3070,16028,1,0,3,3,1870,1200,1976,0,1225000
2,1.75,2040,28593,1.5,1,3,4,2040,0,1919,1990,615000
4,2,1770,6000,2,0,0,5,1770,0,1911,1981,630000
4,3.75,3490,9170,2,0,0,3,3490,0,2012,1912,1264000
2,1.5,830,1333,2,0,0,3,830,0,2005,0,301500
2,2.5,980,895,2,0,0,3,670,310,2009,0,369000
3,2.5,1570,1433,3,0,0,3,1570,0,2010,0,635000
4,3.25,3270,5187,2,0,0,3,3110,160,2014,0,1033888
4,2.5,2160,6223,2,0,0,3,2160,0,2010,0,383000
4,3.75,3280,11000,2,0,0,3,2320,960,2008,0,1050000
4,2.5,3360,7685,2,0,0,3,3360,0,2001,0,455000
5,2.75,3150,7119,2,0,0,3,3150,0,2013,1923,819900
3,3.5,1810,1846,2,0,0,4,1440,370,2009,0,625000
4,2.5,2740,7140,2,0,0,3,2740,0,1993,0,651000
5,4.75,3830,35000,1,0,0,3,2130,1700,1976,0,480000
3,3.25,3190,5283,2,0,0,3,3190,0,2007,0,757000
3,2.25,2350,10450,1,0,0,3,1390,960,1977,2004,460000
4,2.25,2510,8165,1,0,0,4,1610,900,1972,0,267345
2,2,1680,4950,1,0,0,3,1680,0,2006,0,530000
3,2,1770,6610,1,0,0,4,960,810,1954,1979,449500
3,1,1090,7315,1,0,0,5,1090,0,1981,0,289000
5,2.5,3001,5710,2,0,0,3,3001,0,2006,0,373000
5,3,2450,4591,2,0,0,3,2450,0,1994,0,525000
3,3.25,3610,59677,2,0,0,3,2440,1170,2003,0,777000
4,2,2250,7500,1,0,0,5,1200,1050,1956,0,550000
3,1.5,1240,7735,1,0,0,4,1240,0,1957,2001,523000
4,2,2260,6000,1,0,0,3,1430,830,1958,2004,628000
4,1.75,2090,8164,1,0,0,4,1070,1020,1963,0,581000
5,1.75,2020,7902,1,0,0,3,1220,800,1962,2003,245000
3,1.75,1960,5000,1,0,0,5,980,980,1911,1984,415000
5,2.25,3120,16672,2,0,0,4,3120,0,1969,0,1895000
3,1.5,1250,7500,1,0,0,3,1250,0,1967,2011,225000
3,2.25,1490,9600,1,0,0,4,1170,320,1987,0,287000
6,3,2890,2370,2.5,0,0,3,2290,600,1906,2014,799200
3,1,1900,33888,1.5,0,0,4,1900,0,1942,1982,239950
3,1.75,1680,2400,1,0,0,5,870,810,1922,1956,591000
3,2.5,2030,8398,2,0,0,4,2030,0,1975,0,700000
4,2.5,3740,8700,1,0,0,3,2260,1480,2004,2003,475000
3,1.75,1580,11750,1,0,0,4,1180,400,1951,1999,575000
3,2.25,1780,6120,1.5,0,0,4,1390,390,1927,0,771000
2,1,910,6232,1,0,0,3,910,0,1943,2002,155000
7,4,3440,8100,2,0,0,3,3440,0,1970,2014,550000
3,2.5,1740,13750,2,0,0,4,1740,0,1975,0,645000
5,2.5,3400,8970,1,0,0,4,1700,1700,1959,0,464000
4,3.25,4400,16625,2,0,0,3,4400,0,2003,0,1050000
3,2.5,2010,14298,2,0,0,3,2010,0,1977,2004,350000
4,2.25,2710,38180,2,0,0,4,2710,0,1977,0,591000
4,2.5,5300,26211,2,1,2,2,4570,730,1923,0,2555000
3,1.5,1310,3880,1,0,0,3,1090,220,1956,2001,717000
4,1.5,1950,12559,1.5,0,0,3,1950,0,1939,1969,225000
3,1,1040,6535,1,0,0,3,1040,0,1947,2012,225000
3,1.75,1090,7200,1,0,0,3,1090,0,1968,1997,345000
2,0.75,650,5360,1,0,0,4,650,0,1931,0,230000
3,2,1480,6600,1,0,2,3,740,740,1943,2002,385000
2,1,790,2640,1,0,0,3,790,0,1973,2013,90000
4,2.5,3560,11119,1,0,2,3,2290,1270,1986,0,860000
4,2.5,3000,5548,2,0,0,3,3000,0,2006,0,675000
4,2.5,3490,7494,2,0,3,3,3490,0,2000,0,975000
3,1.75,2340,10495,1,0,0,4,2340,0,1967,0,780000
3,1.75,1650,8254,1,0,0,5,1060,590,1951,0,370000
3,2,1940,5820,1.5,0,0,5,1150,790,1944,0,665000
5,3,3410,9600,1,0,0,4,1870,1540,1968,0,675000
3,1,1710,4050,1.5,0,0,3,1710,0,1909,2004,620000
4,1.5,2740,4000,2,0,0,5,1930,810,1905,0,1105000
3,2.75,1250,892,2,0,0,3,1040,210,2010,0,450000
3,2.25,2450,42180,1,0,0,4,2450,0,1978,2000,450000
3,1.75,1690,8190,1,0,0,4,1690,0,1958,1972,530000
4,1.75,1950,13320,1,0,0,4,1370,580,1969,0,635000
5,2,2290,7125,1,0,0,3,1190,1100,1964,2000,580000
5,3.25,3370,17458,1,0,2,5,2000,1370,1982,0,1550000
3,1,1090,8640,1,0,0,4,1090,0,1973,0,285000
3,1,1190,9486,1,0,0,4,1190,0,1953,1983,375000
5,4.25,3530,7924,2,0,0,3,3530,0,2001,0,1400000
3,1,1440,5000,2,0,0,3,1440,0,1910,2006,560000
4,1.75,2180,13529,1,0,0,3,1090,1090,1956,2001,405000
4,1,1410,6000,1,0,0,3,810,600,1925,2002,413000
3,2.5,1950,8251,2,0,0,3,1950,0,1990,2009,287600
5,3.25,4860,23723,2,0,2,4,3820,1040,1989,0,1680000
3,1,1660,7210,1,0,0,3,1100,560,1963,2008,225000
3,1,1390,12823,1,0,0,4,1390,0,1968,0,319000
3,2,1350,14200,1,0,0,3,1350,0,1989,0,322500
3,2,1530,5401,1,0,0,4,1530,0,1937,0,570000
3,1.5,1270,5112,1,0,0,3,1270,0,1950,2005,465000
4,2.25,2140,6355,2,0,0,3,2140,0,2002,0,435000
4,2.5,2040,5616,2,0,0,3,2040,0,2012,1912,502000
3,3.5,2876,5086,2,0,0,3,2360,516,2007,0,525000
3,2.5,1580,1161,2,0,0,3,1010,570,2008,0,525000
4,3.5,3400,5196,2,0,0,3,3400,0,2012,1912,660000
4,2.5,3520,6773,2.5,0,0,3,2650,870,2006,0,870000
4,2.5,2210,4861,2,0,0,3,2210,0,2013,1923,650000
4,2.5,2790,5602,2,0,0,3,2790,0,2009,0,505000
3,2.5,1450,5008,1,0,0,3,840,610,2007,0,330000
4,1.75,1620,4980,1,0,0,4,860,760,1947,1988,385000
3,1.5,1220,1086,3,0,0,3,1220,0,2007,0,306000
3,1.75,2000,5000,1,0,0,4,1110,890,1921,0,546000
4,2.5,2190,7350,2.5,0,0,5,2190,0,1958,0,925000
4,1.75,1900,8250,1,0,0,4,950,950,1955,2009,542000
3,1,1700,4400,1.5,0,0,4,1700,0,1906,1990,800000
5,2.5,2540,3832,2,0,0,5,1760,780,1929,0,620000
2,1,1170,8925,1,0,2,3,1170,0,1911,1979,175000
5,5,5774,31675,1,0,2,3,4490,1284,1984,0,740000
3,2.25,2120,15003,2,0,0,3,2120,0,1984,0,345000
3,1.75,2170,26460,1,0,0,3,1450,720,1986,0,510000
4,2.75,2450,15002,1,0,0,5,2450,0,1974,0,530000
2,1,700,5200,1,0,0,5,700,0,1952,1998,155000
3,2.5,1780,7214,1,0,0,4,1400,380,1986,0,266000
3,2,1850,8250,1,0,0,4,1150,700,1952,0,257200
3,2,1570,5706,1,0,0,3,1570,0,1998,2006,265000
3,1,1290,5500,1,0,0,3,980,310,1951,1994,372220
5,2,1700,7314,1,0,0,3,1000,700,1956,2001,337500
2,1.5,1159,4800,1,0,0,3,1159,0,1948,1994,582500
3,2.75,1850,9600,1.5,0,0,5,1850,0,1965,0,489200
2,1,840,3522,1,0,0,3,840,0,1947,2012,405100
3,2.5,1690,1618,2,0,0,3,1150,540,2014,0,372977
3,1,1050,9876,1,0,0,3,1050,0,1953,0,310000
3,1.75,1400,3825,1.5,0,0,4,1100,300,1904,0,538000
3,2.5,2550,7200,2,0,2,3,2550,0,1981,2013,1400000
3,2.5,1840,5011,2,0,0,3,1840,0,2012,1912,317000
3,1.5,2360,6750,2,0,0,5,1930,430,1926,0,702500
4,2.5,2240,14667,2,0,0,4,2240,0,1989,0,565000
4,2.5,2700,4004,2,0,0,3,2700,0,2004,2003,723000
3,2.5,3030,30007,1.5,0,0,4,3030,0,1992,0,766950
3,1.75,1830,5120,1.5,0,2,5,1830,0,1903,0,682000
3,2.5,2220,6049,2,0,0,4,2220,0,1990,0,325000
3,2.5,2090,7640,1,0,0,3,1360,730,1962,2014,543000
3,1.75,1600,6120,1.5,0,0,3,1600,0,1924,2011,525000
4,1.75,2010,8625,1,0,0,4,1340,670,1957,2001,364000
2,1,830,4000,1,0,0,3,830,0,1955,2005,394475
4,2.5,2010,7226,2,0,0,3,2010,0,1995,0,316000
3,1,1050,5402,1.5,0,0,4,1050,0,1906,1990,339950
4,2.5,2150,39449,1,0,0,3,1420,730,1978,0,486000
3,1,860,11900,1,0,0,4,860,0,1963,0,160000
3,2.5,3100,20553,1,0,0,3,3100,0,1954,2005,930000
3,1,1100,17334,1,0,0,3,1100,0,1978,0,139000
3,1.5,1830,8000,1,0,0,4,1830,0,1957,2001,562000
2,1.75,1250,34395,1,0,0,4,1250,0,1950,1983,299000
3,2.5,1820,4883,2,0,0,3,1820,0,2005,0,511000
3,2,2090,42689,1.5,0,0,3,2090,0,1959,1998,499000
3,3.5,2100,12384,2,0,0,3,2100,0,1980,0,356000
4,2.5,2310,14023,2,0,0,3,2310,0,1991,0,470000
4,2.25,2060,5649,1,0,0,5,1360,700,1941,0,715000
4,2.25,4470,60373,2,0,0,3,4470,0,1988,2000,1120000
3,1,1660,7500,1,0,0,4,1060,600,1940,2001,458000
5,4.5,3810,8019,2,0,0,3,3810,0,2008,0,966000
3,1.75,2110,10200,2,0,0,4,2110,0,1966,0,305495
2,2,2370,217800,1.5,0,0,3,1600,770,1992,0,543000
3,2.25,1970,3716,2,0,0,3,1970,0,1997,0,340000
4,2.5,2470,33305,2,0,0,3,2470,0,1993,0,633100
3,1,1480,7830,1,0,0,3,1480,0,1952,2008,310000
5,3,2257,10117,1,0,0,3,1363,894,2005,0,349950
2,1,700,6000,1,0,0,4,700,0,1949,1985,267800
4,2,1630,9010,1,0,0,4,1050,580,1975,0,234000
4,2.5,3430,10157,2,0,0,3,3430,0,2000,0,740000
5,1.75,2220,6000,1.5,0,0,3,1420,800,1923,1998,607500
3,1.75,1340,7473,1,0,0,4,1340,0,1973,0,223000
2,1,980,2130,1,0,0,4,860,120,1918,1974,400000
3,2.5,2580,13096,2,0,0,3,2580,0,1986,0,802000
4,2.5,2230,4541,2,0,0,3,2230,0,2006,0,253000
4,2,2290,11137,1,0,0,4,2290,0,1955,2009,1058000
3,1,1260,8280,1,0,0,3,1260,0,1946,0,300000
4,2.75,1680,11180,1,0,0,4,1680,0,1966,0,625000
4,3.25,3200,7081,2,0,0,3,3200,0,2004,2003,707000
4,2.5,3320,7644,2,0,0,3,3320,0,1995,0,950000
4,2.5,3040,24123,2,0,0,3,3040,0,1999,0,420000
4,2.75,2270,7375,1,0,0,4,1290,980,1973,0,498000
3,2.5,2910,17172,2,0,0,3,2910,0,1989,0,450000
5,2.25,2510,9887,2,0,0,3,2510,0,1972,2002,955000
2,1,1240,7200,1,0,0,3,1240,0,1967,2011,215000
3,2.75,2580,5200,2,0,0,3,2580,0,2008,0,437000
3,2.75,2470,3600,2,0,0,3,2470,0,2007,0,773000
4,3.5,4910,9444,1.5,0,0,3,3110,1800,2007,0,1222500
3,2.5,1690,5025,2,0,0,3,1690,0,2003,0,256883
4,2.5,2240,12032,1,0,0,3,2240,0,1983,2009,592500
3,2,1650,7352,1,0,0,3,1160,490,1979,2014,252350
4,2.5,2710,5880,2,0,0,3,2710,0,1998,2006,370000
3,1.5,1260,10350,1,0,0,3,1260,0,1959,1989,465750
3,1,1150,8100,1,0,0,3,1150,0,1932,0,185000
4,2.75,2550,7636,1,0,0,3,1440,1110,1986,0,582800
3,1.75,1490,6930,1,0,0,4,1490,0,1990,0,245000
4,1.75,2020,7865,1,0,0,4,1010,1010,1963,0,302000
2,1,1320,4520,1,0,1,3,1320,0,1912,1971,451555
3,1,1230,10350,1,0,0,4,1230,0,1957,2001,250000
4,2.5,2070,7800,2,0,0,3,2070,0,1989,0,255000
4,1.75,2930,11562,1,0,3,3,1670,1260,1947,2012,840000
3,1,1090,8520,1,0,0,3,1090,0,1967,2011,190000
3,1,1400,7066,1,0,0,3,1400,0,1957,2000,349950
4,2,1550,4815,1.5,0,0,3,1550,0,1909,2004,613000
3,1,1220,13000,1,0,0,4,1220,0,1955,2009,300000
3,2.5,1870,7344,1,0,0,3,1470,400,1980,0,455000
3,2.25,2150,30476,2,0,0,3,2150,0,1991,0,335000
3,1,980,3090,1.5,0,0,3,980,0,1903,2005,197500
3,1.5,1490,8475,1,0,0,4,1490,0,1963,0,412500
3,1.5,1120,7000,1,0,0,3,1120,0,1955,2005,395300
3,2.25,1180,9630,2,0,0,3,1180,0,1986,0,342400
4,2.5,3240,20301,2,0,0,3,3240,0,1985,0,749400
4,2.5,2150,6807,2,0,0,4,2150,0,1991,0,316500
3,2.5,2240,10800,2,0,0,3,2240,0,1996,0,390000
3,2,1400,7384,1,0,0,3,1150,250,1979,2014,225000
3,2.25,1980,40887,1,0,0,4,1980,0,1980,0,550000
3,1,1330,20562,1.5,0,0,3,1330,0,1959,1989,280000
4,2.5,3200,7535,2,0,0,3,3200,0,2006,0,1255000
2,1,1490,6000,1,0,0,3,1090,400,1946,0,575000
5,4.25,3920,16258,2,0,0,3,2900,1020,1990,2009,1000000
5,1.75,2000,3750,2,0,0,4,2000,0,1921,0,585000
4,2.5,2680,9185,2,0,0,3,2680,0,1989,0,620000
4,2,1670,9987,1,0,0,3,1670,0,1967,2011,204700
4,3,3150,9130,2,0,0,3,3150,0,2001,0,695000
4,3.25,2740,7266,2,0,0,3,2060,680,2003,0,689900
4,1.75,1890,8000,1,0,0,4,1250,640,1960,2001,375000
7,3.5,2870,29699,1,0,0,3,1520,1350,1961,2004,475000
3,1,1160,10384,1,0,0,4,1160,0,1969,0,215000
4,1.75,3550,19865,2,0,0,3,3550,0,1962,2002,2100000
3,1.75,1790,6117,1,0,2,3,1350,440,1940,1996,790000
3,1.75,1680,250470,1,0,0,4,1070,610,1940,2001,350000
3,2.5,4560,17622,2,0,0,4,3800,760,1986,0,695000
3,2.25,1590,7748,2,0,0,4,1590,0,1991,0,263000
3,1,1630,10304,1,0,0,5,1630,0,1953,0,400000
3,2.5,2700,7434,2,0,0,3,2700,0,1991,0,525000
3,2.5,1700,7496,2,0,0,3,1700,0,1994,0,349950
4,3.25,3740,12080,1,0,0,3,2000,1740,1988,2000,1085000
4,3,1980,5352,2.5,0,0,3,1980,0,1941,2005,744000
2,1,880,6345,1,0,0,3,880,0,1919,2001,312500
3,2,1400,6200,1,0,0,3,700,700,1948,1994,240000
4,2,2050,4000,1.5,0,0,5,1210,840,1941,0,495000
3,2.5,2360,4638,2,0,3,3,2360,0,1996,0,580050
4,2,2560,7798,1,0,0,4,1890,670,1947,1988,640000
3,1.5,1340,10224,1,0,0,4,1340,0,1956,0,417000
3,1,1060,5200,1,0,0,5,1060,0,1970,0,174950
3,1.5,850,2500,1,0,0,3,850,0,1986,0,295000
4,1.75,1880,7303,1,0,0,3,1010,870,1976,0,423000
3,1,1230,12305,1,0,0,3,1230,0,1955,1990,839000
4,1.75,2290,10290,1,0,0,3,1340,950,1960,2012,343000
3,1,1660,6582,1,0,0,5,1000,660,1946,0,467000
3,2.5,1840,2875,2,0,0,4,1840,0,1997,0,512500
4,2.5,3020,17810,1,0,0,3,1600,1420,1979,2014,575000
3,1.75,1410,6886,1,0,0,3,1410,0,1924,2013,465000
3,1,1010,9514,1,0,0,3,1010,0,1969,2010,270000
3,1.75,1960,8136,1,0,0,3,980,980,1948,1994,340000
5,3.75,3580,14275,2,0,0,3,3190,390,1999,0,765000
4,2.5,2240,7200,2,0,0,3,2240,0,1995,0,497000
4,2.5,3310,5404,2,0,0,3,3310,0,2004,2003,803100
3,2.5,1232,1130,3,0,0,3,1232,0,2007,0,344000
4,3.5,3930,5680,2,0,1,3,2820,1110,2013,1923,828950
3,2.5,1720,3600,2,0,0,3,1720,0,2010,0,386380
3,2.25,1490,974,2,0,0,3,1220,270,2009,0,312000
3,2.5,3150,151588,2,0,0,3,3150,0,2007,0,720000
4,2.5,3950,10856,3,0,0,3,3950,0,2013,1923,914500
5,2.75,3030,10335,2,0,0,3,3030,0,2013,1923,819995
2,1.5,1070,9643,1,0,0,3,1070,0,1985,0,252700
3,2.5,2320,36847,2,0,2,3,2320,0,1992,0,437500
1,1,700,5100,1,0,0,3,700,0,1942,1999,350000
3,2.5,2720,6439,2,0,0,3,2720,0,2005,0,619000
3,2.5,1800,5761,2,0,0,4,1800,0,1990,0,408200
3,1.75,1560,4049,1.5,0,2,3,1000,560,1926,2003,451000
3,2,1760,11410,1,0,0,5,1060,700,1977,0,317000
4,3.25,3120,5000,2,0,0,3,2370,750,2005,0,799000
2,1,2020,7200,1,0,3,4,1700,320,1947,1988,720000
3,2,1450,2400,1.5,0,0,3,1450,0,1900,2003,490000
4,2.25,1860,7000,1,0,0,3,1120,740,1979,2014,239900
4,2.25,2270,7800,1,0,0,3,1290,980,1977,2004,446000
3,2.5,1480,15639,2,0,0,3,1480,0,1987,2000,275000
5,1,1460,6032,2,0,0,4,1460,0,1941,1998,239950
4,3.5,1850,6519,2,0,0,3,1130,720,1986,0,248000
3,2.5,2170,5000,2,0,0,3,2170,0,2003,0,619500
3,1.75,1726,197326,2,0,0,4,1726,0,1982,2011,363750
3,1.75,1180,10541,1,0,0,4,940,240,1981,0,385000
4,1.5,1370,9957,1,0,0,3,900,470,1972,2002,370000
3,2.5,2670,13218,1,0,0,4,2670,0,1988,0,425000
3,1,1260,6826,1,0,0,3,720,540,1944,0,342000
4,1,1980,7991,1.5,0,0,3,1980,0,1962,2003,345000
3,2,2050,3933,1,0,0,3,1180,870,1926,2001,724800
5,2.75,2830,5310,2,0,0,3,2830,0,2006,0,725000
2,1,910,3600,1,0,0,4,910,0,1909,1989,605000
4,2.5,2440,4000,2,0,0,3,2440,0,2009,0,350000
3,2,2180,5440,1,0,0,5,1100,1080,1904,0,785000
3,2,1900,6660,1,0,0,5,950,950,1966,0,250000
3,2.25,1520,1221,3,0,0,3,1520,0,2013,1923,565000
3,2,2220,6641,1,0,2,4,1220,1000,1947,1988,875000
4,2.75,3280,24440,2,0,0,3,3280,0,1996,0,862500
3,2.5,2740,83199,2,0,4,3,2740,0,1973,2013,400000
2,1,830,6017,1,0,0,4,830,0,1954,1979,282613
2,1,1010,5200,1,0,0,3,1010,0,1955,2005,174500
3,2.25,2060,38377,1,0,0,4,1560,500,1978,2000,306500
3,2.25,1990,7340,2,0,0,3,1990,0,1984,0,445000
4,2.5,2280,7568,2,0,0,4,2280,0,2001,0,433000
3,2.5,1870,5874,2,0,0,3,1870,0,2005,0,306000
3,2.25,1720,4000,1.5,0,0,4,1450,270,1921,0,620000
2,1,870,6150,1,0,0,3,870,0,1941,1994,245000
3,2,1020,1204,2,0,0,3,720,300,2004,2003,238000
3,1.5,1260,3135,1.5,0,0,3,1260,0,1931,0,523000
3,2.5,2370,7875,2,0,0,3,2370,0,2003,0,522500
3,1,1000,18513,1,0,0,3,1000,0,1940,1996,180000
3,1.5,1100,1751,2,0,0,3,940,160,2007,0,375000
3,2.25,1440,7673,1,0,0,3,940,500,1982,0,249000
4,2.5,3120,14300,2,0,0,3,3120,0,2003,0,730100
2,2,2260,9604,1,0,0,3,2260,0,1990,2009,551000
4,2.5,2790,7956,2,0,0,3,2790,0,2005,0,375000
1,1,1140,6700,1.5,0,0,3,1140,0,1920,1979,540000
3,2.25,1290,2500,2,0,0,4,1290,0,1987,0,605000
5,1.75,1730,5200,1,0,0,4,1050,680,1978,2000,205000
4,2.5,3160,11380,2,0,0,3,3160,0,1983,2009,645000
4,2.5,2340,8990,2,0,0,3,2340,0,2003,0,314000
3,1.5,1170,4950,1,0,0,4,1170,0,1960,2001,330000
2,1,1160,5000,1,0,0,4,1160,0,1937,0,490000
3,3,1970,24318,1,0,0,3,1970,0,2010,0,445000
5,4.25,6490,10862,2,0,3,4,3940,2550,1991,0,2000000
3,2.25,1410,1377,2,0,0,3,1290,120,2005,0,377500
